SAMPID	SMTSD
GTEX-1399Q-1126-SM-5P9JA	Esophagus - Mucosa
GTEX-1399R-0826-SM-5IJEL	Esophagus - Mucosa
GTEX-1399S-1326-SM-5P9GH	Esophagus - Mucosa
GTEX-1399U-1026-SM-5J1OC	Esophagus - Mucosa
GTEX-139T6-0626-SM-5IFF9	Esophagus - Mucosa
GTEX-139TU-1226-SM-5J2NL	Esophagus - Mucosa
GTEX-139UW-1126-SM-5IJEJ	Esophagus - Mucosa
GTEX-139YR-1726-SM-5IFFK	Esophagus - Mucosa
GTEX-13CF3-1626-SM-5IFG9	Esophagus - Mucosa
GTEX-13D11-1926-SM-5IFGB	Esophagus - Mucosa
GTEX-13FH7-0526-SM-5IJF8	Esophagus - Mucosa
GTEX-13FHO-1726-SM-5IFGM	Esophagus - Mucosa
GTEX-13FLV-1126-SM-5J2NO	Esophagus - Mucosa
GTEX-13FTW-1626-SM-5KM4N	Esophagus - Mucosa
GTEX-13FTX-0526-SM-5IFGS	Esophagus - Mucosa
GTEX-13G51-0926-SM-5IFFU	Esophagus - Mucosa
GTEX-13NZB-1226-SM-5J2MW	Esophagus - Mucosa
GTEX-13O1R-1326-SM-5IJF5	Esophagus - Mucosa
GTEX-13O21-0626-SM-5IJDI	Esophagus - Mucosa
GTEX-13O3Q-0826-SM-5IFGF	Esophagus - Mucosa
GTEX-13OVG-0626-SM-5IFEP	Esophagus - Mucosa
GTEX-13OVI-2626-SM-5KM4T	Esophagus - Mucosa
GTEX-13OVJ-1226-SM-5L3HA	Esophagus - Mucosa
GTEX-13OW8-2326-SM-5L3I9	Esophagus - Mucosa
GTEX-13PVQ-1726-SM-5IFF3	Esophagus - Mucosa
GTEX-13PVR-1826-SM-5Q5CC	Esophagus - Mucosa
GTEX-13QBU-1026-SM-5LU3R	Esophagus - Mucosa
GTEX-13QJ3-1726-SM-5RQK9	Esophagus - Mucosa
GTEX-13RTK-0526-SM-5S2QF	Esophagus - Mucosa
GTEX-13S86-0826-SM-5SI6J	Esophagus - Mucosa
GTEX-13U4I-1126-SM-5LU3S	Esophagus - Mucosa
GTEX-13W3W-1626-SM-5LU35	Esophagus - Mucosa
GTEX-13W46-1926-SM-5J2MF	Esophagus - Mucosa
GTEX-13X6H-1326-SM-5LU42	Esophagus - Mucosa
GTEX-13X6I-1026-SM-5LU4C	Esophagus - Mucosa
GTEX-13X6K-2126-SM-5O9D4	Esophagus - Mucosa
GTEX-144FL-2726-SM-5O98Z	Esophagus - Mucosa
GTEX-144GM-1426-SM-5LU31	Esophagus - Mucosa
GTEX-144GN-0626-SM-5O9B2	Esophagus - Mucosa
GTEX-144GO-2726-SM-5O9A2	Esophagus - Mucosa
GTEX-145LS-1826-SM-5LUAZ	Esophagus - Mucosa
GTEX-145LT-1126-SM-5LUA1	Esophagus - Mucosa
GTEX-145LV-1326-SM-5S2QI	Esophagus - Mucosa
GTEX-145ME-0526-SM-5QGQV	Esophagus - Mucosa
GTEX-145MF-1426-SM-5O9B6	Esophagus - Mucosa
GTEX-145MN-1026-SM-5NQ9G	Esophagus - Mucosa
GTEX-145MO-1426-SM-5Q5BS	Esophagus - Mucosa
GTEX-146FH-1726-SM-5QGQ2	Esophagus - Mucosa
GTEX-146FQ-1026-SM-5LU8I	Esophagus - Mucosa
GTEX-146FR-0426-SM-5SI97	Esophagus - Mucosa
GTEX-147F3-0826-SM-5NQA7	Esophagus - Mucosa
GTEX-148VJ-1026-SM-5LU98	Esophagus - Mucosa
GTEX-1497J-2726-SM-5SI9W	Esophagus - Mucosa
GTEX-14A6H-1326-SM-5NQBC	Esophagus - Mucosa
GTEX-14AS3-0626-SM-5QGQD	Esophagus - Mucosa
GTEX-14BIN-2726-SM-5RQIE	Esophagus - Mucosa
GTEX-14BMU-0926-SM-5S2QB	Esophagus - Mucosa
GTEX-14C38-2126-SM-5RQJO	Esophagus - Mucosa
GTEX-14DAQ-1426-SM-5RQJD	Esophagus - Mucosa
GTEX-14E1K-1226-SM-5S2PD	Esophagus - Mucosa
GTEX-14E6E-0726-SM-5S2R3	Esophagus - Mucosa
GTEX-14H4A-1626-SM-5SI69	Esophagus - Mucosa
GTEX-14ICL-0526-SM-5RQJ6	Esophagus - Mucosa
GTEX-N7MT-0326-SM-48TDP	Esophagus - Mucosa
GTEX-NFK9-1126-SM-3LK78	Esophagus - Mucosa
GTEX-NPJ8-1926-SM-3MJGB	Esophagus - Mucosa
GTEX-O5YV-1026-SM-3LK72	Esophagus - Mucosa
GTEX-OIZG-1026-SM-3LK5X	Esophagus - Mucosa
GTEX-OIZH-0626-SM-3NB1L	Esophagus - Mucosa
GTEX-OIZI-1426-SM-3NB1T	Esophagus - Mucosa
GTEX-OOBK-0625-SM-3LK5P	Esophagus - Mucosa
GTEX-OXRK-1326-SM-3NB1A	Esophagus - Mucosa
GTEX-OXRL-0626-SM-3NM9C	Esophagus - Mucosa
GTEX-OXRN-1726-SM-3NM9B	Esophagus - Mucosa
GTEX-OXRP-0926-SM-48TC1	Esophagus - Mucosa
GTEX-P4PP-0626-SM-3NM9X	Esophagus - Mucosa
GTEX-P4PQ-0626-SM-3NMCU	Esophagus - Mucosa
GTEX-P4QS-0626-SM-3NMD1	Esophagus - Mucosa
GTEX-P4QT-0626-SM-3NMCP	Esophagus - Mucosa
GTEX-P78B-1026-SM-3NMC4	Esophagus - Mucosa
GTEX-PLZ4-1626-SM-3P618	Esophagus - Mucosa
GTEX-PLZ5-0926-SM-3TW8L	Esophagus - Mucosa
GTEX-PLZ6-0526-SM-3P61C	Esophagus - Mucosa
GTEX-PSDG-1326-SM-48TD2	Esophagus - Mucosa
GTEX-PVOW-1626-SM-48TC9	Esophagus - Mucosa
GTEX-PWCY-0726-SM-48TCS	Esophagus - Mucosa
GTEX-PWN1-0626-SM-48TDT	Esophagus - Mucosa
GTEX-Q2AH-0826-SM-48TZN	Esophagus - Mucosa
GTEX-Q2AI-0626-SM-48TZU	Esophagus - Mucosa
GTEX-QCQG-0626-SM-48U21	Esophagus - Mucosa
GTEX-QDVJ-0726-SM-48U1W	Esophagus - Mucosa
GTEX-QDVN-1026-SM-48TZA	Esophagus - Mucosa
GTEX-QEG4-0726-SM-4R1JL	Esophagus - Mucosa
GTEX-QEG5-1426-SM-447AS	Esophagus - Mucosa
GTEX-QEL4-1426-SM-447AC	Esophagus - Mucosa
GTEX-QESD-0826-SM-47J4G	Esophagus - Mucosa
GTEX-QLQ7-0926-SM-447BC	Esophagus - Mucosa
GTEX-QLQW-0526-SM-4R1KS	Esophagus - Mucosa
GTEX-QV44-1126-SM-4R1KO	Esophagus - Mucosa
GTEX-QVUS-0626-SM-447CC	Esophagus - Mucosa
GTEX-R3RS-1326-SM-48FE7	Esophagus - Mucosa
GTEX-R45C-1226-SM-48FEE	Esophagus - Mucosa
GTEX-R53T-1126-SM-48FD4	Esophagus - Mucosa
GTEX-R55C-0826-SM-48FCL	Esophagus - Mucosa
GTEX-R55D-1126-SM-48FEB	Esophagus - Mucosa
GTEX-R55E-1326-SM-48FCR	Esophagus - Mucosa
GTEX-R55G-1026-SM-48FDI	Esophagus - Mucosa
GTEX-REY6-1326-SM-48FDO	Esophagus - Mucosa
GTEX-RM2N-0726-SM-48FD5	Esophagus - Mucosa
GTEX-RN64-1026-SM-48FDX	Esophagus - Mucosa
GTEX-RNOR-1226-SM-48FDQ	Esophagus - Mucosa
GTEX-RTLS-1126-SM-46MUQ	Esophagus - Mucosa
GTEX-RU1J-0326-SM-46MUM	Esophagus - Mucosa
GTEX-RU72-0726-SM-46MUW	Esophagus - Mucosa
GTEX-RUSQ-0826-SM-47JWW	Esophagus - Mucosa
GTEX-RVPV-0526-SM-47JYL	Esophagus - Mucosa
GTEX-RWS6-0826-SM-47JXF	Esophagus - Mucosa
GTEX-S32W-0926-SM-4AD5X	Esophagus - Mucosa
GTEX-S33H-0826-SM-4AD5Y	Esophagus - Mucosa
GTEX-S341-0526-SM-4AD5U	Esophagus - Mucosa
GTEX-S3XE-0926-SM-4AD4S	Esophagus - Mucosa
GTEX-S4P3-0426-SM-4AD56	Esophagus - Mucosa
GTEX-S4Q7-0626-SM-4AD5M	Esophagus - Mucosa
GTEX-S7SF-0926-SM-4AD4M	Esophagus - Mucosa
GTEX-S95S-0426-SM-4B64I	Esophagus - Mucosa
GTEX-SE5C-1226-SM-4BRWV	Esophagus - Mucosa
GTEX-SNMC-0526-SM-4DM69	Esophagus - Mucosa
GTEX-SNOS-0626-SM-4DM5F	Esophagus - Mucosa
GTEX-SUCS-0726-SM-4DM7J	Esophagus - Mucosa
GTEX-T2IS-0826-SM-4DM6L	Esophagus - Mucosa
GTEX-T5JC-1726-SM-4DM6U	Esophagus - Mucosa
GTEX-T5JW-1326-SM-4DM5G	Esophagus - Mucosa
GTEX-T6MO-0526-SM-4DM6R	Esophagus - Mucosa
GTEX-T8EM-0526-SM-4DM64	Esophagus - Mucosa
GTEX-TKQ1-0326-SM-4DXSM	Esophagus - Mucosa
GTEX-TML8-1526-SM-4DXUX	Esophagus - Mucosa
GTEX-TMMY-1126-SM-4DXSX	Esophagus - Mucosa
GTEX-TSE9-1226-SM-4DXTM	Esophagus - Mucosa
GTEX-U3ZH-1026-SM-4DXUZ	Esophagus - Mucosa
GTEX-U3ZM-0526-SM-4DXTB	Esophagus - Mucosa
GTEX-U3ZN-1726-SM-4DXUQ	Esophagus - Mucosa
GTEX-U4B1-0826-SM-4DXTW	Esophagus - Mucosa
GTEX-U8XE-1726-SM-4E3IF	Esophagus - Mucosa
GTEX-UJHI-0826-SM-4IHLM	Esophagus - Mucosa
GTEX-UJMC-0926-SM-4IHLK	Esophagus - Mucosa
GTEX-UPIC-1026-SM-4IHLT	Esophagus - Mucosa
GTEX-UPK5-1226-SM-4IHL8	Esophagus - Mucosa
GTEX-V1D1-1026-SM-4JBHE	Esophagus - Mucosa
GTEX-V955-1126-SM-4JBH3	Esophagus - Mucosa
GTEX-VJYA-0726-SM-4KL1T	Esophagus - Mucosa
GTEX-VUSG-1226-SM-4KKZF	Esophagus - Mucosa
GTEX-W5WG-1626-SM-4LMKG	Esophagus - Mucosa
GTEX-WEY5-0926-SM-4LMI4	Esophagus - Mucosa
GTEX-WFG7-1126-SM-4LMK3	Esophagus - Mucosa
GTEX-WFG8-1226-SM-4V6EI	Esophagus - Mucosa
GTEX-WFJO-0826-SM-4LVM5	Esophagus - Mucosa
GTEX-WFON-0826-SM-4LVMI	Esophagus - Mucosa
GTEX-WH7G-0926-SM-4LVMJ	Esophagus - Mucosa
GTEX-WK11-1026-SM-4OOS8	Esophagus - Mucosa
GTEX-WOFM-0626-SM-4OOS3	Esophagus - Mucosa
GTEX-WQUQ-1626-SM-4OOSH	Esophagus - Mucosa
GTEX-WRHK-0526-SM-4MVOF	Esophagus - Mucosa
GTEX-WVLH-1426-SM-4MVNX	Esophagus - Mucosa
GTEX-X15G-0826-SM-4PQZD	Esophagus - Mucosa
GTEX-X3Y1-1326-SM-4PQZB	Esophagus - Mucosa
GTEX-X4EO-1226-SM-4QARR	Esophagus - Mucosa
GTEX-X4LF-0626-SM-4QASB	Esophagus - Mucosa
GTEX-X4XY-1726-SM-46MVO	Esophagus - Mucosa
GTEX-X585-1226-SM-46MW7	Esophagus - Mucosa
GTEX-X62O-2226-SM-46MW3	Esophagus - Mucosa
GTEX-XBED-1026-SM-48TCB	Esophagus - Mucosa
GTEX-XBEW-1326-SM-4AT63	Esophagus - Mucosa
GTEX-XGQ4-1526-SM-4AT6H	Esophagus - Mucosa
GTEX-XK95-1026-SM-4GIDV	Esophagus - Mucosa
GTEX-XLM4-2326-SM-4TT2D	Esophagus - Mucosa
GTEX-XMD2-1326-SM-4YCET	Esophagus - Mucosa
GTEX-XMK1-1326-SM-4B65Q	Esophagus - Mucosa
GTEX-XOTO-2126-SM-4B64U	Esophagus - Mucosa
GTEX-XQ3S-1126-SM-4BOPK	Esophagus - Mucosa
GTEX-XQ8I-1526-SM-4BOOH	Esophagus - Mucosa
GTEX-XUJ4-1026-SM-4BOPB	Esophagus - Mucosa
GTEX-XUZC-0426-SM-4BOPE	Esophagus - Mucosa
GTEX-XV7Q-1126-SM-4BRVS	Esophagus - Mucosa
GTEX-XXEK-0326-SM-4BRVV	Esophagus - Mucosa
GTEX-XYKS-1526-SM-4BRUP	Esophagus - Mucosa
GTEX-Y111-1626-SM-57WCY	Esophagus - Mucosa
GTEX-Y114-0926-SM-4TT7J	Esophagus - Mucosa
GTEX-Y3I4-1226-SM-4TT8N	Esophagus - Mucosa
GTEX-Y3IK-1126-SM-51MSV	Esophagus - Mucosa
GTEX-Y5LM-1026-SM-4VDSQ	Esophagus - Mucosa
GTEX-Y5V5-1626-SM-4VDSG	Esophagus - Mucosa
GTEX-Y5V6-1026-SM-4VBS2	Esophagus - Mucosa
GTEX-Y8E4-1726-SM-5LU9G	Esophagus - Mucosa
GTEX-Y8LW-0726-SM-5IFI1	Esophagus - Mucosa
GTEX-Y9LG-0626-SM-4WWDH	Esophagus - Mucosa
GTEX-YB5E-0926-SM-4WWDQ	Esophagus - Mucosa
GTEX-YEC3-2526-SM-4YCDN	Esophagus - Mucosa
GTEX-YECK-1626-SM-5IFHQ	Esophagus - Mucosa
GTEX-YF7O-0926-SM-5IFIF	Esophagus - Mucosa
GTEX-YFC4-1226-SM-5LU9R	Esophagus - Mucosa
GTEX-YJ89-1526-SM-5P9IR	Esophagus - Mucosa
GTEX-Z9EW-0526-SM-5HL8S	Esophagus - Mucosa
GTEX-ZA64-0626-SM-5HL9O	Esophagus - Mucosa
GTEX-ZAB4-1126-SM-5HL86	Esophagus - Mucosa
GTEX-ZAB5-0926-SM-5CVMV	Esophagus - Mucosa
GTEX-ZC5H-1326-SM-5HL7E	Esophagus - Mucosa
GTEX-ZDYS-0826-SM-4WWCR	Esophagus - Mucosa
GTEX-ZE9C-1126-SM-4WWBD	Esophagus - Mucosa
GTEX-ZF29-1326-SM-4WWB6	Esophagus - Mucosa
GTEX-ZF2S-1226-SM-4WWAX	Esophagus - Mucosa
GTEX-ZF3C-1626-SM-4WWB4	Esophagus - Mucosa
GTEX-ZG7Y-1126-SM-4WWEZ	Esophagus - Mucosa
GTEX-ZGAY-1126-SM-4WWBS	Esophagus - Mucosa
GTEX-ZLV1-0526-SM-4WWD4	Esophagus - Mucosa
GTEX-ZPCL-1426-SM-57WEC	Esophagus - Mucosa
GTEX-ZPU1-1426-SM-4WWFU	Esophagus - Mucosa
GTEX-ZQUD-0426-SM-57WFR	Esophagus - Mucosa
GTEX-ZT9W-1326-SM-51MTB	Esophagus - Mucosa
GTEX-ZT9X-0526-SM-5GCOP	Esophagus - Mucosa
GTEX-ZTPG-1626-SM-5DUX2	Esophagus - Mucosa
GTEX-ZTSS-0626-SM-59867	Esophagus - Mucosa
GTEX-ZTX8-0226-SM-5E44D	Esophagus - Mucosa
GTEX-ZUA1-1226-SM-5NQ6O	Esophagus - Mucosa
GTEX-ZVE2-1326-SM-5NQ94	Esophagus - Mucosa
GTEX-ZVP2-1326-SM-57WCE	Esophagus - Mucosa
GTEX-ZVT2-1326-SM-5E45H	Esophagus - Mucosa
GTEX-ZXES-1126-SM-5GZXN	Esophagus - Mucosa
GTEX-ZY6K-0626-SM-59HJL	Esophagus - Mucosa
GTEX-ZYFG-1126-SM-5GICY	Esophagus - Mucosa
GTEX-ZYT6-1126-SM-5GZYR	Esophagus - Mucosa
GTEX-ZYVF-2226-SM-5GIDD	Esophagus - Mucosa
GTEX-ZYW4-1326-SM-5E45N	Esophagus - Mucosa
GTEX-ZYWO-1026-SM-5E45U	Esophagus - Mucosa
GTEX-ZYY3-1526-SM-5SIA9	Esophagus - Mucosa
GTEX-ZZ64-0226-SM-5E44X	Esophagus - Mucosa
GTEX-ZZPT-1426-SM-5N9C5	Esophagus - Mucosa
GTEX-111CU-0626-SM-5EGHL	Esophagus - Muscularis
GTEX-111YS-1026-SM-5GZYE	Esophagus - Muscularis
GTEX-1122O-1626-SM-5N9CX	Esophagus - Muscularis
GTEX-113JC-0926-SM-5H114	Esophagus - Muscularis
GTEX-117YW-2026-SM-5N9BH	Esophagus - Muscularis
GTEX-117YX-1826-SM-5H12K	Esophagus - Muscularis
GTEX-11DXX-1026-SM-5H11E	Esophagus - Muscularis
GTEX-11DXY-1526-SM-5H129	Esophagus - Muscularis
GTEX-11DYG-1426-SM-5A5JR	Esophagus - Muscularis
GTEX-11EM3-0726-SM-5GZZM	Esophagus - Muscularis
GTEX-11EQ9-0826-SM-5986Y	Esophagus - Muscularis
GTEX-11GS4-1426-SM-5N9D2	Esophagus - Muscularis
GTEX-11GSP-1726-SM-5A5LI	Esophagus - Muscularis
GTEX-11I78-1426-SM-5PNVY	Esophagus - Muscularis
GTEX-11LCK-1626-SM-5PNYB	Esophagus - Muscularis
GTEX-11NSD-1226-SM-5986Q	Esophagus - Muscularis
GTEX-11O72-1926-SM-5PNW1	Esophagus - Muscularis
GTEX-11ONC-1426-SM-5N9F4	Esophagus - Muscularis
GTEX-11P7K-1226-SM-5HL4X	Esophagus - Muscularis
GTEX-11P81-0926-SM-59874	Esophagus - Muscularis
GTEX-11P82-0626-SM-5PNYK	Esophagus - Muscularis
GTEX-11TT1-0426-SM-5EGI9	Esophagus - Muscularis
GTEX-11VI4-0626-SM-5EQLO	Esophagus - Muscularis
GTEX-11XUK-0726-SM-5EQMX	Esophagus - Muscularis
GTEX-11ZTT-0926-SM-5EQMS	Esophagus - Muscularis
GTEX-11ZUS-0926-SM-5FQSY	Esophagus - Muscularis
GTEX-1211K-1026-SM-5EQ4B	Esophagus - Muscularis
GTEX-1212Z-2026-SM-5N9EA	Esophagus - Muscularis
GTEX-12696-1426-SM-5EGJ6	Esophagus - Muscularis
GTEX-12BJ1-1426-SM-5BC5Q	Esophagus - Muscularis
GTEX-12C56-1126-SM-5FQTO	Esophagus - Muscularis
GTEX-12WSD-1926-SM-5GCOV	Esophagus - Muscularis
GTEX-12WSJ-0726-SM-5GCN6	Esophagus - Muscularis
GTEX-12WSL-1326-SM-5LZVW	Esophagus - Muscularis
GTEX-12ZZY-1526-SM-5LZWF	Esophagus - Muscularis
GTEX-13111-0926-SM-5DUVQ	Esophagus - Muscularis
GTEX-13113-1026-SM-5LZWM	Esophagus - Muscularis
GTEX-131XE-1226-SM-5EGKF	Esophagus - Muscularis
GTEX-131XF-0926-SM-5BC69	Esophagus - Muscularis
GTEX-132AR-2326-SM-5IJDY	Esophagus - Muscularis
GTEX-132QS-1526-SM-5J2MV	Esophagus - Muscularis
GTEX-133LE-0726-SM-5P9IZ	Esophagus - Muscularis
GTEX-1399R-0726-SM-5KM2A	Esophagus - Muscularis
GTEX-1399U-1226-SM-5K7XT	Esophagus - Muscularis
GTEX-139D8-1426-SM-5IJEX	Esophagus - Muscularis
GTEX-139T6-0726-SM-5PNVK	Esophagus - Muscularis
GTEX-139TU-1326-SM-5LZXW	Esophagus - Muscularis
GTEX-139YR-1626-SM-5IJGK	Esophagus - Muscularis
GTEX-13CF3-1526-SM-5J2NB	Esophagus - Muscularis
GTEX-13D11-1826-SM-5J2NM	Esophagus - Muscularis
GTEX-13FHO-1826-SM-5K7Y6	Esophagus - Muscularis
GTEX-13FLV-1226-SM-5IJBZ	Esophagus - Muscularis
GTEX-13FTW-1526-SM-5LZXC	Esophagus - Muscularis
GTEX-13G51-1026-SM-5K7YQ	Esophagus - Muscularis
GTEX-13NYB-0826-SM-5MR4V	Esophagus - Muscularis
GTEX-13O1R-1526-SM-5J1O7	Esophagus - Muscularis
GTEX-13O21-0826-SM-5J2NU	Esophagus - Muscularis
GTEX-13O3P-1326-SM-5K7Y8	Esophagus - Muscularis
GTEX-13O61-1026-SM-5L3F6	Esophagus - Muscularis
GTEX-13OVG-0926-SM-5J2OJ	Esophagus - Muscularis
GTEX-13OVI-2526-SM-5KM4V	Esophagus - Muscularis
GTEX-13OVJ-1326-SM-5K7Z9	Esophagus - Muscularis
GTEX-13OVL-1926-SM-5KM14	Esophagus - Muscularis
GTEX-13OW6-1426-SM-5L3EU	Esophagus - Muscularis
GTEX-13OW8-2226-SM-5K7Z4	Esophagus - Muscularis
GTEX-13PL7-0326-SM-5IJEK	Esophagus - Muscularis
GTEX-13PVQ-1826-SM-5L3GU	Esophagus - Muscularis
GTEX-13QBU-0926-SM-5K7WQ	Esophagus - Muscularis
GTEX-13QJ3-1826-SM-5S2PT	Esophagus - Muscularis
GTEX-13RTK-0626-SM-5Q5EK	Esophagus - Muscularis
GTEX-13S86-0726-SM-5Q5DH	Esophagus - Muscularis
GTEX-13U4I-1226-SM-5LU5M	Esophagus - Muscularis
GTEX-13W3W-1726-SM-5LU4A	Esophagus - Muscularis
GTEX-13X6H-1426-SM-5SI91	Esophagus - Muscularis
GTEX-13YAN-2026-SM-5Q5EY	Esophagus - Muscularis
GTEX-145LT-1226-SM-5Q5BZ	Esophagus - Muscularis
GTEX-145LV-1426-SM-5Q5BV	Esophagus - Muscularis
GTEX-145ME-0626-SM-5O99Q	Esophagus - Muscularis
GTEX-145MH-1226-SM-5RQJT	Esophagus - Muscularis
GTEX-145MN-1126-SM-5RQJB	Esophagus - Muscularis
GTEX-145MO-1526-SM-5QGQC	Esophagus - Muscularis
GTEX-146FH-1626-SM-5NQ9H	Esophagus - Muscularis
GTEX-146FQ-1126-SM-5NQBM	Esophagus - Muscularis
GTEX-146FR-0526-SM-5Q5EX	Esophagus - Muscularis
GTEX-14753-1926-SM-5NQAA	Esophagus - Muscularis
GTEX-148VJ-1126-SM-5NQBZ	Esophagus - Muscularis
GTEX-14AS3-0726-SM-5S2NY	Esophagus - Muscularis
GTEX-14B4R-0426-SM-5Q5EI	Esophagus - Muscularis
GTEX-14BIM-1226-SM-5SIBC	Esophagus - Muscularis
GTEX-14BMV-1426-SM-5S2WA	Esophagus - Muscularis
GTEX-14C5O-1726-SM-5RQI9	Esophagus - Muscularis
GTEX-NFK9-1226-SM-3LK79	Esophagus - Muscularis
GTEX-NPJ8-2026-SM-3TW91	Esophagus - Muscularis
GTEX-O5YT-0726-SM-3MJHA	Esophagus - Muscularis
GTEX-OHPM-0726-SM-3LK7A	Esophagus - Muscularis
GTEX-OIZG-0926-SM-3LK5Y	Esophagus - Muscularis
GTEX-OIZH-0726-SM-3NB1I	Esophagus - Muscularis
GTEX-OIZI-1326-SM-3NB1B	Esophagus - Muscularis
GTEX-OOBK-0726-SM-3LK5Q	Esophagus - Muscularis
GTEX-OXRK-1426-SM-3NB19	Esophagus - Muscularis
GTEX-OXRL-0726-SM-3NM9A	Esophagus - Muscularis
GTEX-P4PP-0726-SM-3NM9S	Esophagus - Muscularis
GTEX-P4PQ-0726-SM-3NMCR	Esophagus - Muscularis
GTEX-P4QS-0726-SM-3NMCZ	Esophagus - Muscularis
GTEX-P4QT-0726-SM-3NMCM	Esophagus - Muscularis
GTEX-P78B-1126-SM-3P615	Esophagus - Muscularis
GTEX-PLZ5-0826-SM-3P5ZW	Esophagus - Muscularis
GTEX-PLZ6-0626-SM-3P61B	Esophagus - Muscularis
GTEX-POMQ-0626-SM-3P61E	Esophagus - Muscularis
GTEX-PSDG-1426-SM-48TD1	Esophagus - Muscularis
GTEX-PWCY-0826-SM-48TCR	Esophagus - Muscularis
GTEX-PWN1-0726-SM-48TDR	Esophagus - Muscularis
GTEX-PWOO-1026-SM-48TCN	Esophagus - Muscularis
GTEX-PX3G-0726-SM-48TZT	Esophagus - Muscularis
GTEX-Q2AG-1226-SM-4GICA	Esophagus - Muscularis
GTEX-Q2AH-1026-SM-48TZI	Esophagus - Muscularis
GTEX-Q734-0826-SM-48U1G	Esophagus - Muscularis
GTEX-QCQG-0726-SM-48U1Z	Esophagus - Muscularis
GTEX-QDT8-1326-SM-48TYY	Esophagus - Muscularis
GTEX-QDVJ-0826-SM-48U1S	Esophagus - Muscularis
GTEX-QDVN-1126-SM-48TZ7	Esophagus - Muscularis
GTEX-QEG5-1326-SM-4R1JS	Esophagus - Muscularis
GTEX-QEL4-1526-SM-447AB	Esophagus - Muscularis
GTEX-QESD-0726-SM-4R1KQ	Esophagus - Muscularis
GTEX-QLQ7-1026-SM-447BB	Esophagus - Muscularis
GTEX-QLQW-0626-SM-447A6	Esophagus - Muscularis
GTEX-QMRM-0926-SM-447BR	Esophagus - Muscularis
GTEX-QV44-1026-SM-447CG	Esophagus - Muscularis
GTEX-R53T-1026-SM-48FCO	Esophagus - Muscularis
GTEX-R55C-0726-SM-48FCN	Esophagus - Muscularis
GTEX-R55D-1226-SM-48FE9	Esophagus - Muscularis
GTEX-R55G-0926-SM-48FDN	Esophagus - Muscularis
GTEX-REY6-1426-SM-48FDK	Esophagus - Muscularis
GTEX-RM2N-0626-SM-48FD6	Esophagus - Muscularis
GTEX-RNOR-1326-SM-48FDE	Esophagus - Muscularis
GTEX-RTLS-1226-SM-46MUP	Esophagus - Muscularis
GTEX-RU1J-0426-SM-46MUK	Esophagus - Muscularis
GTEX-RU72-0826-SM-46MUS	Esophagus - Muscularis
GTEX-RUSQ-0926-SM-47JWU	Esophagus - Muscularis
GTEX-RWS6-0726-SM-47JXI	Esophagus - Muscularis
GTEX-RWSA-1326-SM-47JX9	Esophagus - Muscularis
GTEX-S32W-1026-SM-4AD5W	Esophagus - Muscularis
GTEX-S341-0426-SM-4AD5L	Esophagus - Muscularis
GTEX-S3XE-0826-SM-4AD4U	Esophagus - Muscularis
GTEX-S4P3-0526-SM-4AD58	Esophagus - Muscularis
GTEX-S4Q7-0526-SM-4AD5N	Esophagus - Muscularis
GTEX-S4Z8-0726-SM-4GICB	Esophagus - Muscularis
GTEX-S7SF-1026-SM-4AD4I	Esophagus - Muscularis
GTEX-S95S-0326-SM-4B66U	Esophagus - Muscularis
GTEX-SE5C-1326-SM-4BRUH	Esophagus - Muscularis
GTEX-SIU7-1326-SM-4BRWW	Esophagus - Muscularis
GTEX-SNMC-0426-SM-4DM5Y	Esophagus - Muscularis
GTEX-SNOS-0726-SM-4DM5Z	Esophagus - Muscularis
GTEX-T2IS-0926-SM-4DM5B	Esophagus - Muscularis
GTEX-T5JC-1826-SM-4DM6E	Esophagus - Muscularis
GTEX-T5JW-1426-SM-4DM5Q	Esophagus - Muscularis
GTEX-T6MN-1526-SM-4DM5P	Esophagus - Muscularis
GTEX-T6MO-0626-SM-4DM6P	Esophagus - Muscularis
GTEX-T8EM-0626-SM-4DM62	Esophagus - Muscularis
GTEX-TKQ1-0426-SM-4DXT4	Esophagus - Muscularis
GTEX-TKQ2-1226-SM-4DXSV	Esophagus - Muscularis
GTEX-TML8-1426-SM-4DXUT	Esophagus - Muscularis
GTEX-TMMY-1226-SM-4DXT6	Esophagus - Muscularis
GTEX-U3ZH-1126-SM-4DXUG	Esophagus - Muscularis
GTEX-U3ZM-0626-SM-4DXTV	Esophagus - Muscularis
GTEX-U3ZN-1826-SM-4DXUY	Esophagus - Muscularis
GTEX-U4B1-0926-SM-4DXUV	Esophagus - Muscularis
GTEX-U8XE-1826-SM-4E3HV	Esophagus - Muscularis
GTEX-UJHI-0926-SM-4IHKF	Esophagus - Muscularis
GTEX-UJMC-1026-SM-4IHKN	Esophagus - Muscularis
GTEX-UPIC-0626-SM-4IHK2	Esophagus - Muscularis
GTEX-UPK5-1326-SM-4IHLE	Esophagus - Muscularis
GTEX-V1D1-1126-SM-4JBHT	Esophagus - Muscularis
GTEX-V955-1026-SM-4JBHO	Esophagus - Muscularis
GTEX-VJYA-0626-SM-4KL1S	Esophagus - Muscularis
GTEX-VUSG-1126-SM-4KKZQ	Esophagus - Muscularis
GTEX-W5WG-1526-SM-4LMIG	Esophagus - Muscularis
GTEX-WEY5-1026-SM-4LMK9	Esophagus - Muscularis
